#{"t_start": 1704289406.5730932, "env_id": "None"}
r,l,t
-100.27947,78,692.820968
-117.828818,94,693.527311
-81.548224,52,694.16877
-247.311589,172,695.377145
-79.747145,45,696.114768
-315.246811,187,697.476621
-53.621043,38,698.044026
-116.463109,84,698.921693
-123.832149,87,699.613405
-103.899424,79,700.368214
-287.122285,181,701.553855
-482.933976,216,702.854699
-462.694562,300,704.575409
-661.780221,400,706.628026
-368.113387,228,707.914495
-34.01193,28,708.368529
-127.347799,80,709.059468
-235.434719,130,710.07857
-341.889742,207,711.333402
-103.130604,66,712.072268
-245.353241,115,714.269021
-372.714548,197,715.460303
-120.803278,55,716.055309
-38.001594,26,716.670758
-358.75695,221,718.163132
-145.66622,84,718.917288
-47.661507,27,719.531512
-121.835835,73,720.332692
-305.0538,174,721.385181
-74.444379,49,722.090162
-114.073876,72,722.973545
-149.437335,112,723.8034
-283.074279,170,724.884233
-223.466819,142,725.87357
-165.317762,92,726.598342
-131.489454,82,727.307802
-35.035375,24,727.810513
-105.31508,59,728.377095
-306.741153,195,729.475101
-107.039623,65,730.165393
-89.453232,56,730.829376
-42.754085,30,731.36543
-133.097297,79,732.072656
-173.487907,115,732.907377
-196.399323,117,733.7464
-127.730082,83,734.509073
-63.062817,44,735.120464
-199.572718,132,736.080575
-101.470713,58,736.774307
-192.543943,163,737.936991
-73.91199,50,738.392119
-298.521291,202,739.535285
-442.187111,223,740.774389
-248.687073,187,741.982729
-44.7981,28,742.391632
-202.493166,130,743.333678
-133.164062,73,744.083957
-225.970355,129,744.964199
-92.105083,71,745.558109
-571.28569,367,748.837531
-197.994846,118,749.709059
-102.346757,67,750.365392
-201.540202,125,751.211805
-92.063311,59,751.78987
-149.076639,89,752.458739
-74.650985,44,753.002188
-45.2619,26,753.442296
-184.704866,119,754.194895
-64.95661,44,754.822217
-180.37926,125,755.795179
-366.212426,237,757.113971
-100.26333,60,757.676819
-550.904475,324,759.276639
-205.406787,112,760.060015
-60.932248,45,760.687641
-304.532986,223,761.923775
-78.87535,48,762.598448
-49.343431,32,763.004654
-134.212609,79,763.817948
-101.190964,59,764.522256
-153.124111,84,765.274506
-91.796783,66,765.978209
-56.958585,40,766.572129
-85.594982,45,767.072078
-53.303336,38,767.556677
-68.278548,54,768.119114
-108.624423,70,768.806897
-311.989325,184,769.902225
-158.722817,102,770.670807
-168.731176,107,771.515592
-86.339405,48,772.173347
-55.986228,41,772.72083
-141.770241,106,773.600906
-38.074242,24,774.086938
-39.447347,22,774.588188
-109.808131,82,775.387424
-187.342938,99,776.251165
-176.037073,120,777.16013
-29.380659,17,777.59757
-338.682444,188,778.82503
-29.944749,23,779.259728
-283.565884,188,780.34577
-193.844288,131,782.723034
-127.797671,109,783.658206
-530.144756,279,785.256621
-30.578561,24,785.744636
-57.728719,43,786.481685
-36.571598,26,786.969978
-227.268364,137,788.101969
-47.723461,27,788.652894
-385.482378,209,790.00386
-28.735684,18,790.539601
-312.093978,235,792.129956
-79.677882,46,792.759577
-140.828594,80,793.49954
-58.895615,35,794.096951
-41.598314,30,794.632741
-72.401712,47,795.276864
-172.763795,116,796.220624
-53.003252,30,796.815636
-45.103505,29,797.397486
-115.732787,86,798.231504
-47.042416,34,798.812905
-55.47742,31,799.362463
-94.647838,61,800.039951
-91.576977,57,800.762123
-74.22185,49,801.428138
-64.333958,46,802.033146
-50.51769,32,802.721291
-113.805583,76,803.538708
-38.030608,21,804.057465
-56.156448,27,804.622263
-210.053204,108,805.501223
-74.29971,61,806.209525
-246.03126,150,807.246428
-48.928814,31,807.798385
-65.429,42,808.395711
-397.861738,237,809.983921
-66.177602,44,810.627575
-31.146807,20,811.225751
-76.755494,51,811.853211
-117.806298,85,812.652566
-97.775947,69,813.376229
-120.548569,93,814.2542
-231.788241,127,815.208868
-114.350347,61,815.871205
-98.676187,56,816.544578
-65.774191,44,817.265398
-50.878767,32,817.866509
-53.993212,35,818.43097
-96.440066,62,818.993253
-84.81652,55,819.588318
-59.806515,38,820.168422
-143.287458,82,820.907446
-79.630032,47,821.611095
-135.18313,93,822.380375
-173.50366,88,823.225942
-187.901116,118,824.297266
-99.54437,57,825.090181
-108.920318,59,825.763209
-121.876866,76,827.924297
-66.940906,40,828.471743
-38.665045,24,828.989374
-207.999886,120,829.883307
-132.500431,84,830.634564
-72.315485,41,831.198024
-130.460361,70,831.855915
-190.47877,126,832.859548
-96.851792,65,833.506335
-56.538621,37,834.179042
-42.062943,22,834.727633
-170.465081,125,835.671502
-123.207615,86,836.460467
-103.269887,91,837.196575
-88.737981,57,837.792322
-318.879284,177,839.000561
-284.364951,149,839.954137
-181.29184,90,840.81655
-117.654067,82,841.569821
-233.565965,128,842.510944
-121.110511,65,843.201088
-172.79397,97,844.003435
-76.88078,49,844.645152
-101.225724,55,845.430533
-157.703902,101,846.353783
-340.048876,183,847.498762
-70.603173,53,848.171545
-63.694002,48,848.829436
-124.810927,99,849.755413
-78.324417,46,850.368058
-55.59404,38,850.932833
-78.994951,47,851.560907
-135.493549,74,852.265926
-137.629437,75,853.083379
-196.86763,124,854.088011
-47.031766,30,854.698087
-96.427315,60,855.341316
-66.982804,64,856.018671
-65.012184,43,856.661262
-60.884747,38,857.228988
-80.589483,48,857.872574
-88.042984,63,858.583529
-79.502401,59,859.289451
-70.131684,46,859.903452
-51.118516,30,860.452284
-111.766292,68,861.236502
-120.497675,86,862.058362
-49.034344,31,862.603758
-85.544879,54,863.185466
-89.676888,55,863.846297
-142.529332,86,864.538194
-49.228493,33,865.104939
-283.783154,188,866.286857
-59.493694,42,866.809801
-66.497281,46,867.437867
-45.97359,37,867.975949
-354.788062,220,870.622009
-256.187649,135,871.444473
-151.74148,93,872.191854
-225.142462,145,873.05571
-133.107923,79,873.732905
-62.834293,34,874.188258
-63.141424,42,874.735166
-104.520789,71,875.424416
-50.391913,30,875.975729
-60.876748,39,876.43113
-52.949079,35,876.966596
-89.555992,50,877.575443
-193.252991,128,878.502597
-67.079191,43,879.08319
-38.851114,24,879.538592
-134.132512,95,880.337682
-155.202227,90,881.154338
-74.925809,37,881.717539
-125.442095,86,882.438035
-132.341533,81,883.238185
-167.047588,105,884.194889
-89.540512,63,884.852514
-32.753148,29,885.352715
-84.589359,53,885.931454
-96.565431,83,886.713203
-58.253248,36,887.307967
-52.686371,36,887.901658
-43.587019,32,888.402668
-97.786091,75,889.074628
-68.871372,44,889.62345
-70.805908,41,890.189483
-92.188753,50,890.815867
-34.505123,24,891.316139
-103.62946,59,891.905413
-46.787581,34,892.454832
-50.484552,34,892.980201
-36.639963,24,893.449053
-145.584697,93,894.200327
-90.03525,52,894.717645
-169.031365,100,895.596187
-127.684149,70,896.210868
-52.786176,34,896.775314
