#{"t_start": 1702896940.2977011, "env_id": "None"}
r,l,t
0.698876,480,874.380008
0.583641,434,875.818528
0.086713,85,876.318551
0.182263,179,877.084762
0.132844,125,877.695075
0.369322,384,878.978606
1.280283,995,883.406055
1.275307,1001,886.665856
0.136543,121,887.259542
1.158817,929,889.966879
0.684912,305,891.078101
0.145164,121,891.688488
0.177899,125,892.314465
1.257253,1001,895.223595
0.788402,626,898.728966
1.226861,1001,902.029462
0.684998,353,903.234064
1.567361,965,906.052723
0.911109,806,908.431206
0.971864,689,910.513501
1.156089,723,914.208992
0.492616,395,915.681676
0.275211,193,916.527704
0.869088,634,918.466153
1.181975,1001,921.343745
0.168487,212,922.204386
0.097447,92,922.78303
1.575133,1001,927.195769
1.473876,820,929.74514
1.716084,1001,932.820955
0.338695,267,933.783762
1.309914,883,936.369696
0.324136,332,937.508869
0.161619,129,938.120078
0.514017,293,939.168964
0.167109,221,940.031552
0.030469,78,942.00548
0.206553,151,942.727278
1.127978,781,945.178207
0.465841,401,946.501248
1.279984,1001,949.726358
1.507933,1001,952.628171
0.953674,692,954.698279
0.706475,543,957.969595
1.169078,813,960.384353
1.544017,1001,963.342213
0.133751,153,964.171742
0.482695,318,965.312595
1.119979,874,967.867661
0.296714,203,968.680818
0.145816,76,969.16597
0.13639,255,971.608084
0.391057,415,973.259805
1.177674,805,975.64886
0.176827,145,976.307896
0.8167,465,977.811852
0.519646,400,979.267577
0.093785,106,979.878814
1.932288,1001,982.773803
0.091997,106,983.321572
0.050161,57,983.743402
1.819063,967,988.158019
1.289745,797,990.507816
1.017621,777,992.826229
0.268325,161,993.546418
0.853375,620,995.630524
0.971928,475,997.166401
1.519346,1001,1001.709441
0.113054,93,1002.306075
1.286978,774,1004.655821
1.89227,978,1007.460672
0.655417,518,1009.104307
0.748619,473,1010.625214
0.76797,378,1011.833994
0.55091,343,1012.948816
1.382262,1001,1017.493794
1.626209,1001,1020.483038
1.065847,802,1023.018408
1.654441,1001,1026.012664
0.473939,379,1027.32747
0.070975,86,1027.843374
0.31397,243,1030.300644
0.842259,618,1032.228423
2.260564,1001,1035.218308
0.994644,551,1036.972841
1.22141,707,1039.120441
0.286583,207,1039.937033
0.48067,292,1041.001748
1.481078,877,1045.263534
1.438496,808,1047.868341
1.475947,755,1050.2654
0.26731,346,1051.473378
0.80646,469,1053.007544
1.273605,1001,1055.935488
1.031327,641,1059.520185
0.468974,301,1060.599754
1.460427,939,1063.497224
1.545523,890,1066.113094
0.327202,294,1067.191431
1.744198,1001,1070.09243
1.384723,926,1074.509626
2.070383,1001,1077.672668
0.123157,112,1078.267817
0.819531,378,1079.551772
0.336574,200,1080.36867
1.297562,855,1082.921003
0.444736,427,1084.330642
0.833864,505,1085.942417
1.644407,1001,1090.533814
0.525997,342,1091.801121
0.176285,206,1092.70796
0.822981,429,1094.145757
0.246958,264,1095.13539
0.64546,361,1096.369864
1.151501,796,1098.807866
0.06974,61,1099.355258
1.739572,1001,1103.801074
0.093435,136,1104.442333
0.129837,128,1105.083117
0.076478,51,1105.567814
1.717219,1001,1108.787112
0.537391,368,1110.037438
1.841546,1001,1112.994212
0.101962,52,1113.41837
1.432,1001,1116.375747
0.840244,444,1119.350483
0.501042,248,1120.321526
1.700499,1001,1123.632705
0.071832,96,1124.190509
1.126169,586,1126.09848
1.885727,1001,1129.041614
1.441844,1001,1133.507202
0.908958,703,1135.668507
0.12255,136,1136.373746
0.566514,294,1137.564029
0.468773,290,1138.705009
1.613648,1001,1141.634211
1.810138,1001,1144.55212
1.924104,1001,1149.036686
1.652033,926,1152.168847
1.946871,998,1155.174572
1.688794,920,1157.883086
0.0525,68,1158.351993
1.924778,1001,1162.753681
1.618364,1001,1165.695448
1.891221,1001,1169.005309
0.798982,436,1170.464674
2.221848,1001,1173.375997
1.830884,1001,1177.899218
1.240444,572,1179.684182
0.815563,497,1181.328478
0.359769,179,1182.268888
0.842276,392,1183.694568
0.302084,249,1184.714219
1.853857,1001,1187.613055
0.487574,267,1188.599552
1.2961,723,1192.241738
0.629267,347,1193.432614
1.654034,803,1195.835454
0.441974,222,1196.883743
0.408575,197,1197.838107
2.424045,1001,1200.956226
0.490453,217,1201.800058
1.426417,803,1204.190763
0.094949,76,1204.659463
2.099751,1001,1209.082208
0.255335,179,1209.847752
1.817863,1001,1212.942484
1.592212,1001,1215.951183
1.429947,800,1218.302325
0.123878,115,1218.880555
