#{"t_start": 1704561858.2474809, "env_id": "None"}
r,l,t
-32.272325,47,482.636701
-82.060016,188,483.346308
-83.837693,103,483.853768
-139.130027,263,484.740344
-213.551336,289,485.674553
-24.67859,51,486.061075
-153.629092,188,486.801239
-64.954133,116,487.348735
-44.938702,212,488.144663
-111.123638,166,488.803879
-90.228303,282,489.746365
-76.55373,31,490.087793
-127.421531,178,490.783183
-45.855142,159,491.43034
-272.996416,628,493.188199
-160.898578,517,495.817851
-50.147403,77,496.272381
-130.818517,188,496.98072
-95.780156,164,497.629487
-37.589272,144,498.251015
-35.560829,66,498.676872
-124.351183,375,499.823449
-67.195328,371,500.980784
-44.514372,109,501.504957
-121.399385,224,502.294708
-307.855451,489,503.710853
-99.005996,437,505.041291
-24.509547,46,505.42102
-119.857861,295,506.384343
-282.958677,659,508.238479
-193.185913,394,510.576237
-66.285358,86,511.049673
-84.585124,505,512.523273
7.48319,112,513.058091
-86.408671,102,513.56935
-65.781364,154,514.210331
-249.932165,406,515.467309
-50.429243,84,515.940557
-145.477606,109,516.490275
-168.02415,222,517.288329
-206.213226,462,518.659577
-217.40781,334,519.738722
-233.825296,828,521.999292
-81.39483,101,522.50793
-113.510568,248,523.386893
-79.561527,173,524.068327
-48.327188,163,525.860601
-50.759917,120,526.412087
-32.682912,108,526.93856
-39.346977,105,527.45531
-140.428934,215,528.225768
-250.24949,458,529.601769
-129.765537,334,530.684335
-77.973694,177,531.381749
-156.449124,243,532.23888
-69.157902,224,533.020791
-98.916851,147,533.642843
-63.984088,101,534.154436
-22.553564,77,534.597614
-198.449114,319,535.638028
-336.710865,873,538.01095
-77.439187,471,539.394499
-18.71068,34,539.738759
-142.782396,122,541.456994
-28.116577,73,541.897069
-14.336499,15,542.2024
-63.982084,191,542.930079
-127.133988,196,543.663851
-119.192231,387,544.860806
-110.148287,194,545.60432
-31.094627,68,546.032196
-29.343419,67,546.465844
-160.755271,374,547.636424
-169.48346,285,548.60384
-135.663989,147,549.232442
-111.94909,307,550.22409
-67.918262,307,551.231778
-43.334284,164,551.886971
-184.123634,541,553.459621
-27.089456,45,553.84201
-96.139666,215,554.624882
-244.137082,624,557.529182
-54.912627,65,557.952858
-109.248394,272,558.871944
-158.647566,320,559.910169
-53.180352,139,560.515846
-69.827423,96,561.013064
-196.455261,467,562.414725
-35.133391,115,562.957867
-258.149657,272,563.878184
-32.507055,69,564.311429
-30.094903,98,564.81534
-83.35145,326,565.876842
-15.9196,43,566.246704
-64.054797,183,566.947555
-94.134639,172,567.635967
-35.254217,102,568.146393
-240.234329,683,570.054649
-149.690087,281,571.000576
-128.55162,370,573.292848
-188.046578,330,574.338735
-97.146836,113,574.876358
-40.007307,51,575.260926
-19.559021,55,575.659828
-58.245016,115,576.209265
-89.472332,167,576.884182
-45.545897,107,577.4192
-35.24832,71,577.855551
-66.997917,119,578.412926
-36.710692,98,578.914499
-20.625862,34,579.262555
-157.775653,322,580.303605
-53.052684,72,580.743022
-272.595934,459,582.108814
-95.12199,196,582.835332
-64.958438,212,583.61209
-47.292526,199,584.364766
-205.126856,367,585.512994
-16.77414,310,586.507834
-48.476252,73,586.945636
-26.75803,111,587.478912
-25.489514,113,588.008663
-47.265116,57,588.416987
-93.225785,105,588.93095
-70.276673,86,589.403524
-33.558752,89,591.04827
-308.283345,651,592.875832
-28.216731,127,593.435234
-59.630944,129,594.013492
-43.126376,205,594.777129
-8.693677,209,595.54406
-72.241029,75,595.988546
13.919107,296,596.956491
-14.850889,354,598.085985
-69.987376,155,598.729971
-46.864957,107,599.248518
-77.755221,132,599.831416
-24.455264,50,600.222882
-278.212237,870,602.583911
-113.197943,468,603.975131
-80.521616,117,604.514747
-17.204767,46,604.884231
-90.943047,222,606.818326
-112.081776,302,607.807945
-20.463406,292,608.767103
-20.224915,117,609.314767
-42.146668,63,609.726265
-85.365446,134,610.305276
-40.186222,109,610.825643
-117.21493,422,612.100019
-89.061273,347,613.206119
-69.80653,79,613.663298
-26.92473,121,614.21681
-53.688806,91,614.701665
-38.19321,48,615.082968
-50.16524,228,615.885383
-24.485365,70,616.321832
-162.296676,243,617.157341
-14.525124,41,617.51462
-133.524413,334,618.584055
-44.49983,172,619.266694
-40.18763,183,619.964689
-124.840557,265,620.873281
-79.559211,139,621.487751
-16.737591,57,621.891004
-137.521756,274,623.953603
-87.383981,130,624.536019
-76.164873,335,625.587082
-276.105304,396,626.798463
-68.565144,212,627.573415
-59.939992,169,628.246134
-97.221786,158,628.886721
