#{"t_start": 1704465075.6408708, "env_id": "None"}
r,l,t
-93.279765,260,1256.223368
38.734856,342,1257.384856
54.242636,185,1258.124386
-5.435375,218,1258.956973
44.974965,475,1260.404215
-37.787389,198,1261.189776
-86.802024,235,1262.113335
232.413423,394,1263.44937
-86.033343,282,1264.450621
14.142886,308,1265.536811
-19.369792,350,1266.81037
-15.719656,176,1267.549813
-23.970716,155,1268.213787
-117.591213,466,1269.708717
-6.567346,401,1272.629669
-22.791494,98,1273.14856
-80.010714,364,1274.372963
-141.499196,421,1275.747377
36.32808,818,1278.128522
56.971415,254,1279.058288
-107.173516,260,1279.986598
-20.319136,79,1280.45857
-60.049104,179,1281.263494
-27.613094,135,1281.876805
-22.310961,382,1283.143129
-16.114375,283,1284.169355
42.386596,363,1285.363661
136.655145,631,1288.724782
8.957116,123,1289.307502
2.322603,267,1290.281828
-97.376183,379,1291.509143
-22.887447,396,1292.783251
-17.345841,150,1293.427919
39.447038,511,1294.996862
88.459937,242,1295.908657
-0.27179,150,1296.563142
-26.548654,573,1298.286221
-69.341904,197,1299.071926
7.20136,663,1302.499126
-178.852274,750,1304.796388
-56.051718,234,1305.670411
200.490832,520,1307.264944
9.760638,276,1308.239371
4.068595,1001,1311.054166
47.985397,184,1311.809032
-42.987552,230,1312.673569
0.945106,111,1313.224005
68.03533,172,1313.932026
9.893686,361,1315.140928
11.690769,134,1315.769609
-18.346592,293,1318.157343
-32.552206,242,1319.055096
12.415139,162,1319.766597
61.550976,294,1320.772614
21.561536,380,1322.001428
-51.555004,182,1322.744004
-30.377265,65,1323.181401
-0.157329,220,1324.041443
-78.56897,344,1325.186131
-6.401418,85,1325.671413
-1.737661,150,1326.320924
-121.639144,823,1328.678487
-0.523165,214,1329.49623
-79.29447,269,1330.447509
112.592215,909,1334.399107
-53.55374,253,1335.314245
94.816021,364,1336.510102
-15.331078,107,1337.065331
-5.924826,158,1337.734966
-42.557848,248,1338.636437
28.596496,167,1339.347723
215.946895,575,1341.089497
-19.076893,436,1342.463585
-1.595135,327,1343.548509
169.191391,644,1345.469643
2.3221,251,1346.406992
35.51108,198,1348.586186
2.6896,146,1349.239051
204.665845,525,1350.82315
-131.117368,551,1352.516068
3.399533,232,1353.350203
35.559942,219,1354.183365
-23.288466,1001,1357.026752
-7.553818,53,1357.512738
40.850404,189,1358.32899
-42.642486,197,1359.099468
61.89662,235,1359.989005
52.036414,203,1360.759759
-62.905652,333,1361.906585
-34.251477,283,1364.283336
-15.147759,155,1364.949283
7.85135,327,1366.065863
63.591286,213,1366.899301
15.573489,192,1367.638404
-9.978256,142,1368.282387
-1.895964,263,1369.209778
-64.274326,87,1369.697433
71.559382,311,1370.766504
-4.584603,227,1371.617093
-16.291517,301,1372.637028
-125.052375,311,1373.705085
-9.96053,131,1374.31754
21.618475,131,1374.930565
21.95426,230,1375.795464
